player,pos,age,team_id,g,mp,pts,trb,ast,fg_pct,fg3_pct,efg_pct,stl,blk,tov
Vasilije Micić,PG,30,OKC,30,12.0,3.3,0.8,2.5,.407,.244,.467,0.3,0.1,1.0
Vasilije Micić,PG,30,CHO,30,27.2,10.8,2.1,6.2,.437,.294,.495,0.7,0.1,2.3
Jordan Nwora,SF,25,2TM,52,13.7,7.0,2.9,1.2,.462,.336,.535,0.5,0.3,1.0
Jordan Nwora,SF,25,IND,18,10.2,5.2,1.8,1.0,.451,.306,.518,0.3,0.1,0.7
Jordan Nwora,SF,25,TOR,34,15.6,7.9,3.4,1.3,.465,.347,.541,0.6,0.4,1.2
Quentin Grimes,SG,23,2TM,51,20.1,7.0,2.0,1.3,.372,.338,.495,0.7,0.1,0.5
Quentin Grimes,SG,23,NYK,45,20.2,7.3,2.0,1.2,.395,.363,.530,0.7,0.1,0.5
Quentin Grimes,SG,23,DET,6,19.2,5.3,2.0,2.3,.214,.143,.262,0.8,0.7,1.2
Javon Freeman-Liberty,PG,24,TOR,22,18.3,7.0,3.2,1.8,.444,.238,.484,0.5,0.2,1.1
Evan Fournier,SG,31,2TM,32,18.1,6.9,1.8,1.5,.357,.254,.432,0.9,0.2,0.7
Evan Fournier,SG,31,NYK,3,13.0,4.0,1.3,1.0,.200,.133,.250,1.3,0.0,0.3
Evan Fournier,SG,31,DET,29,18.7,7.2,1.9,1.6,.373,.270,.450,0.9,0.2,0.7
Gary Harris,SG,29,ORL,54,24.0,6.9,1.7,1.6,.441,.371,.569,0.9,0.3,0.6
Killian Hayes,PG,22,DET,42,24.0,6.9,2.8,4.9,.413,.297,.452,0.9,0.5,1.2
Bones Hyland,PG,23,LAC,37,14.6,6.9,1.5,2.5,.386,.326,.474,0.7,0.1,1.2
Mãozinha Pereira,SF,23,MEM,7,17.4,6.9,5.3,0.3,.514,.385,.586,0.9,0.6,0.7
Trendon Watford,PF,23,BRK,63,13.6,6.9,3.1,1.3,.527,.397,.571,0.4,0.3,1.0
Aaron Wiggins,SG,25,OKC,78,15.7,6.9,2.4,1.1,.562,.492,.645,0.7,0.2,0.7
Christian Wood,PF,28,LAL,50,17.4,6.9,5.1,1.0,.466,.307,.532,0.3,0.7,1.0
Trey Jemison,C,24,2TM,25,22.9,6.8,5.4,1.1,.551,0.0,.551,0.5,1.1,1.4
Trey Jemison,C,24,WAS,2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Trey Jemison,C,24,MEM,23,24.9,7.4,5.8,1.2,.551,0.0,.551,0.5,1.2,1.4
Julian Champagnie,SF,22,SAS,74,19.8,6.8,2.8,1.4,.408,.365,.534,0.6,0.6,0.8
Jonathan Isaac,PF,26,ORL,58,15.8,6.8,4.5,0.5,.510,.375,.584,0.7,1.2,0.5
Cedi Osman,SF,28,SAS,72,17.6,6.8,2.5,1.7,.479,.389,.591,0.5,0.2,0.7
Day'Ron Sharpe,C,22,BRK,61,15.1,6.8,6.4,1.4,.571,.267,.578,0.4,0.7,1.1
Cason Wallace,SG,20,OKC,82,20.6,6.8,2.3,1.5,.491,.419,.602,0.9,0.5,0.5
Robert Williams,C,26,POR,6,19.8,6.8,6.3,0.8,.654,0.0,.654,1.2,1.2,1.2
Dāvis Bertāns,PF,31,2TM,43,15.7,6.7,1.4,0.8,.393,.380,.556,0.6,0.3,0.4
Dāvis Bertāns,PF,31,OKC,15,6.1,2.9,0.7,0.6,.385,.417,.577,0.2,0.2,0.1
Dāvis Bertāns,PF,31,CHO,28,20.8,8.8,1.8,0.9,.394,.375,.553,0.8,0.3,0.6
Jahmi'us Ramsey,SG,22,TOR,7,17.3,6.7,3.1,1.1,.439,.273,.512,1.0,0.0,1.0
Peyton Watson,SF,21,DEN,80,18.6,6.7,3.2,1.1,.465,.296,.516,0.5,1.1,0.7
Amir Coffey,SF,26,LAC,70,20.9,6.6,2.1,1.1,.472,.380,.571,0.6,0.2,0.5
Aaron Holiday,PG,27,HOU,78,16.3,6.6,1.6,1.8,.446,.387,.547,0.5,0.1,0.7
Dennis Smith Jr.,PG,26,BRK,56,18.9,6.6,2.9,3.6,.435,.294,.482,1.2,0.2,1.2
Chimezie Metu,C,26,2TM,51,16.8,6.5,3.8,0.9,.504,.298,.561,0.8,0.3,1.0
Chimezie Metu,C,26,PHO,37,12.1,5.0,3.0,0.5,.508,.294,.565,0.5,0.2,0.7
Chimezie Metu,C,26,DET,14,29.4,10.5,6.0,1.9,.500,.302,.557,1.7,0.5,1.8
Jordan Goodwin,PG,25,2TM,57,18.5,6.5,4.4,2.7,.369,.298,.424,0.8,0.3,1.0
Jordan Goodwin,PG,25,PHO,40,14.0,5.0,2.9,2.0,.389,.288,.448,0.6,0.2,0.7
Jordan Goodwin,PG,25,MEM,17,29.2,10.0,8.0,4.5,.349,.311,.399,1.5,0.5,1.6
David Roddy,PF,22,2TM,65,18.1,6.5,3.2,1.2,.403,.293,.462,0.4,0.2,0.9
David Roddy,PF,22,MEM,48,23.2,8.4,4.2,1.6,.402,.301,.462,0.5,0.2,1.1
David Roddy,PF,22,PHO,17,3.7,1.3,0.6,0.2,.435,.125,.457,0.1,0.0,0.2
David Duke Jr.,SG,24,SAS,4,12.8,6.5,2.5,1.3,.556,.500,.639,0.5,0.0,0.8
Jeff Green,PF,37,HOU,78,16.8,6.5,2.3,0.9,.456,.331,.529,0.2,0.4,0.6
Isaiah Jackson,C,22,IND,59,13.1,6.5,4.0,0.8,.665,.000,.665,0.6,1.0,0.7
Marcus Morris,PF,34,2TM,49,16.7,6.4,2.7,0.7,.439,.403,.530,0.3,0.3,0.6
Marcus Morris,PF,34,PHI,37,17.2,6.7,2.9,0.7,.439,.400,.527,0.4,0.3,0.5
Marcus Morris,PF,34,CLE,12,15.0,5.8,2.1,0.8,.441,.414,.542,0.2,0.2,0.9
Kyle Anderson,PF,30,MIN,79,22.6,6.4,3.5,4.2,.460,.229,.472,0.9,0.6,1.2
Chris Boucher,PF,31,TOR,50,14.1,6.4,4.1,0.5,.507,.330,.578,0.3,0.5,0.6
Jared Butler,SG,23,WAS,40,14.2,6.3,1.5,3.2,.488,.308,.547,0.7,0.2,1.3
Bruno Fernando,C,25,ATL,45,15.2,6.3,4.3,1.0,.583,.000,.583,0.6,0.6,1.0
Daniel Theis,C,31,2TM,60,16.9,6.3,4.1,1.0,.532,.366,.577,0.4,0.9,0.7
Daniel Theis,C,31,IND,1,8.0,2.0,0.0,0.0,.250,.000,.250,0.0,0.0,0.0
Daniel Theis,C,31,LAC,59,17.1,6.3,4.1,1.0,.536,.371,.581,0.4,0.9,0.7
Jaylen Nowell,SG,24,2TM,13,16.5,6.2,1.8,1.5,.436,.207,.474,0.3,0.2,0.5
Jaylen Nowell,SG,24,MEM,9,17.3,5.7,1.6,1.8,.400,.174,.436,0.3,0.0,0.6
Jaylen Nowell,SG,24,DET,4,14.5,7.5,2.5,0.8,.522,.333,.565,0.3,0.5,0.5
Patrick Beverley,PG,35,2TM,73,20.0,6.2,3.3,2.9,.417,.337,.497,0.6,0.4,0.9
Patrick Beverley,PG,35,PHI,47,19.6,6.3,3.1,3.1,.432,.321,.504,0.5,0.4,1.0
Patrick Beverley,PG,35,MIL,26,20.9,6.0,3.6,2.6,.391,.361,.486,0.7,0.5,0.6
Jae Crowder,PF,33,MIL,50,23.1,6.2,3.2,1.3,.422,.349,.530,0.8,0.2,0.5
Keon Johnson,SG,21,BRK,5,12.2,6.2,1.4,0.6,.381,.400,.476,0.6,0.2,1.0
Haywood Highsmith,PF,27,MIA,66,20.7,6.1,3.2,1.1,.465,.396,.581,0.8,0.5,0.5
Vít Krejčí,PG,23,ATL,22,24.6,6.1,2.4,2.3,.490,.412,.625,0.6,0.3,0.9
Kris Murray,SF,23,POR,62,21.7,6.1,3.6,1.3,.396,.268,.463,0.9,0.3,0.9
Ben Simmons,PG,27,BRK,15,23.9,6.1,7.9,5.7,.581,0.0,.581,0.8,0.6,1.8
Zavier Simpson,PG,26,MEM,7,23.0,6.0,2.9,3.6,.315,.294,.361,1.0,0.4,1.4
Tosan Evbuomwan,SF,22,2TM,17,21.6,5.9,3.5,0.9,.507,.375,.592,0.4,0.3,0.5
Tosan Evbuomwan,SF,22,MEM,4,18.5,2.5,3.5,1.5,.267,.250,.333,0.0,0.3,0.3
Tosan Evbuomwan,SF,22,DET,13,22.5,7.0,3.5,0.8,.571,.417,.661,0.5,0.3,0.6
Justin Champagnie,SF,22,WAS,15,15.7,5.9,3.5,1.3,.410,.289,.494,0.7,0.6,0.7
Nick Smith Jr.,SG,19,CHO,51,14.3,5.9,1.4,1.2,.391,.432,.500,0.2,0.1,0.8
Ochai Agbaji,SG,23,2TM,78,21.0,5.8,2.8,1.1,.411,.294,.483,0.6,0.6,0.8
Ochai Agbaji,SG,23,UTA,51,19.7,5.4,2.5,0.9,.426,.331,.520,0.5,0.6,0.7
Ochai Agbaji,SG,23,TOR,27,23.6,6.7,3.3,1.3,.391,.217,.432,0.7,0.6,1.1
Noah Clowney,PF,19,BRK,23,16.1,5.8,3.5,0.8,.538,.364,.602,0.3,0.7,0.7
Dyson Daniels,PG,20,NOP,61,22.3,5.8,3.9,2.7,.447,.311,.514,1.4,0.4,1.0
Danilo Gallinari,SF,35,3TM,49,12.9,5.7,2.2,1.1,.437,.323,.516,0.3,0.1,0.5
Danilo Gallinari,PF,35,WAS,26,14.8,7.0,2.9,1.2,.435,.313,.511,0.2,0.1,0.5
Danilo Gallinari,SF,35,DET,6,15.0,8.7,2.3,2.0,.545,.583,.705,0.3,0.3,0.2
Danilo Gallinari,SF,35,MIL,17,9.1,2.8,1.1,0.7,.378,.176,.419,0.4,0.1,0.6
Thomas Bryant,C,26,MIA,38,11.6,5.7,3.7,0.6,.577,.182,.591,0.3,0.4,0.6
Torrey Craig,SF,33,CHI,53,19.8,5.7,4.1,1.1,.430,.392,.550,0.6,0.4,0.6
Larry Nance Jr.,C,31,NOP,61,19.9,5.7,5.0,1.9,.573,.415,.629,1.0,0.3,0.8
Pat Connaughton,SF,31,MIL,76,22.1,5.6,3.1,2.1,.435,.345,.553,0.5,0.3,0.6
Craig Porter Jr.,PG,23,CLE,51,12.7,5.6,2.1,2.3,.509,.353,.535,0.4,0.3,0.9
Mitchell Robinson,C,25,NYK,31,24.8,5.6,8.5,0.6,.575,0.0,.575,1.2,1.1,0.8
Malachi Flynn,PG,25,3TM,69,12.7,5.5,1.7,1.9,.418,.331,.505,0.6,0.1,0.9
Malachi Flynn,PG,25,TOR,31,15.3,5.1,2.1,2.4,.409,.350,.511,0.6,0.2,1.1
Malachi Flynn,PG,25,NYK,14,4.3,2.2,0.4,0.4,.391,.308,.478,0.1,0.0,0.2
Malachi Flynn,PG,25,DET,24,14.3,8.0,1.8,2.1,.430,.316,.503,0.8,0.1,1.1
Doug McDermott,SF,32,2TM,64,14.1,5.5,0.9,1.1,.433,.410,.599,0.3,0.0,0.4
Doug McDermott,SF,32,SAS,46,15.2,6.0,1.0,1.2,.442,.439,.619,0.2,0.0,0.5
Doug McDermott,SF,32,IND,18,11.3,4.2,0.6,0.7,.406,.321,.536,0.3,0.0,0.2
Dexter Dennis,SG,24,DAL,4,7.5,5.5,2.3,1.0,.526,.125,.553,0.0,0.3,0.8
Gary Payton II,SG,31,GSW,44,15.5,5.5,2.6,1.1,.563,.364,.617,0.9,0.4,0.6
Neemias Queta,C,24,BOS,28,11.9,5.5,4.4,0.7,.644,0.0,.644,0.5,0.8,0.5
Ricky Council IV,SG,22,PHI,32,9.0,5.4,1.4,0.5,.482,.375,.536,0.3,0.0,0.2
Kris Dunn,PG,29,UTA,66,18.9,5.4,2.9,3.8,.470,.369,.535,1.0,0.4,1.2
Keon Ellis,SG,24,SAC,57,17.2,5.4,2.2,1.5,.461,.417,.612,0.9,0.5,0.6
Cam Reddish,SF,24,LAL,48,20.5,5.4,2.1,1.0,.389,.336,.468,1.0,0.3,0.6
Matt Ryan,SF,26,NOP,28,13.9,5.4,1.4,0.6,.434,.451,.615,0.2,0.0,0.7
Matisse Thybulle,SF,26,POR,65,22.9,5.4,2.1,1.4,.397,.346,.524,1.7,0.8,0.6
Sasha Vezenkov,PF,28,SAC,42,12.2,5.4,2.3,0.5,.440,.375,.558,0.5,0.2,0.3
Dean Wade,PF,27,CLE,54,20.5,5.4,4.0,0.8,.414,.391,.584,0.7,0.5,0.4
Darius Bazley,PF,23,2TM,9,16.9,5.3,3.1,0.8,.600,.250,.633,0.7,0.8,0.9
Darius Bazley,PF,23,PHI,3,3.3,0.0,0.3,0.7,.000,0.0,.000,0.0,0.0,0.3
Darius Bazley,PF,23,UTA,6,23.7,8.0,4.5,0.8,.621,.250,.655,1.0,1.2,1.2
Xavier Tillman Sr.,PF,25,2TM,54,18.0,5.3,3.9,1.4,.434,.247,.470,0.9,0.8,0.6
Xavier Tillman Sr.,C,25,MEM,34,20.6,6.0,4.6,1.7,.408,.226,.437,1.2,1.0,0.9
Xavier Tillman Sr.,PF,25,BOS,20,13.7,4.0,2.7,1.0,.515,.286,.576,0.5,0.5,0.3
Nicolas Batum,PF,35,2TM,60,25.5,5.3,4.1,2.1,.453,.395,.596,0.8,0.6,0.7
Nicolas Batum,PF,35,LAC,3,18.0,2.7,2.3,1.7,.375,.286,.500,1.0,1.3,0.3
Nicolas Batum,PF,35,PHI,57,25.9,5.5,4.2,2.2,.456,.399,.599,0.8,0.6,0.7
Luke Kornet,C,28,BOS,63,15.6,5.3,4.1,1.1,.700,1.000,.702,0.4,1.0,0.3
Davion Mitchell,PG,25,SAC,72,15.3,5.3,1.3,1.9,.452,.361,.540,0.2,0.0,0.6
Mason Plumlee,C,33,LAC,46,14.7,5.3,5.1,1.2,.569,.000,.569,0.3,0.4,0.8
Stanley Umude,SG,24,DET,24,12.8,5.3,2.1,0.5,.440,.453,.583,0.3,0.3,0.6
Aleksej Pokusevski,PF,22,2TM,28,14.5,5.2,3.2,1.3,.405,.327,.479,0.5,0.5,0.7
Aleksej Pokusevski,PF,22,OKC,10,6.0,1.2,1.0,0.5,.250,.182,.313,0.1,0.1,0.3
Aleksej Pokusevski,PF,22,CHO,18,19.2,7.4,4.4,1.7,.429,.364,.505,0.8,0.7,0.9
Bol Bol,PF,24,PHO,43,10.9,5.2,3.2,0.4,.616,.423,.689,0.2,0.6,0.4
Brandon Boston Jr.,SF,22,LAC,32,10.8,5.2,1.6,0.4,.404,.269,.447,0.3,0.3,0.8
Jarred Vanderbilt,PF,24,LAL,29,20.0,5.2,4.8,1.2,.518,.296,.553,1.2,0.2,1.0
Seth Curry,SG,33,2TM,44,14.0,5.1,1.5,1.0,.392,.352,.485,0.5,0.1,0.5
Seth Curry,SG,33,DAL,36,12.7,4.3,1.4,0.8,.372,.363,.472,0.5,0.1,0.4
Seth Curry,SG,33,CHO,8,19.9,9.0,2.0,1.8,.441,.321,.517,0.6,0.4,0.6
Drew Eubanks,C,26,PHO,75,15.6,5.1,4.3,0.8,.601,1.000,.607,0.4,0.8,0.8
Bryce McGowens,SG,21,CHO,59,14.9,5.1,1.7,0.9,.439,.333,.513,0.4,0.2,0.5
Richaun Holmes,C,30,2TM,40,13.9,5.0,4.6,0.6,.558,.333,.561,0.3,0.5,0.6
Richaun Holmes,C,30,DAL,23,10.3,3.4,3.4,0.7,.559,0.0,.559,0.1,0.4,0.5
Richaun Holmes,PF,30,WAS,17,18.7,7.1,6.1,0.6,.557,.333,.563,0.5,0.6,0.7
Monte Morris,PG,28,2TM,33,14.4,5.0,1.7,2.1,.405,.386,.493,0.6,0.3,0.2
Monte Morris,PG,28,DET,6,11.3,4.5,2.0,1.3,.364,.182,.394,0.2,0.2,0.3
Monte Morris,PG,28,MIN,27,15.1,5.1,1.7,2.3,.417,.424,.521,0.7,0.3,0.2
Goga Bitadze,C,24,ORL,62,15.4,5.0,4.6,1.3,.603,.143,.608,0.5,1.2,0.7
Jevon Carter,PG,28,CHI,72,13.9,5.0,0.8,1.3,.378,.329,.484,0.5,0.2,0.5
Devonte' Graham,PG,28,SAS,23,13.6,5.0,1.6,2.1,.352,.301,.468,0.4,0.1,0.7
Isaiah Livers,PF,25,DET,23,20.4,5.0,2.1,1.1,.345,.286,.440,0.6,0.2,0.7
Kobi Simmons,PG,26,TOR,4,16.8,5.0,1.8,3.0,.429,.250,.476,1.5,0.5,0.3
D.J. Wilson,PF,27,PHI,2,7.5,5.0,1.0,1.0,.667,1.000,.833,0.0,1.0,0.0
Jalen Wilson,PF,23,BRK,43,15.4,5.0,3.0,1.0,.425,.324,.492,0.3,0.1,0.4
Jock Landale,C,28,HOU,56,13.6,4.9,3.1,1.2,.515,.250,.539,0.4,0.6,0.6
Garrison Mathews,SG,27,ATL,66,15.0,4.9,1.4,0.6,.456,.440,.644,0.3,0.1,0.3
Jared Rhoden,SG,24,DET,17,14.4,4.9,1.9,0.8,.500,.387,.591,0.2,0.8,0.4
Kobe Bufkin,SG,20,ATL,17,11.5,4.8,1.9,1.6,.370,.225,.418,0.4,0.3,0.6
DeJon Jarreau,SG,26,MEM,9,16.7,4.8,4.9,2.9,.340,.308,.380,0.7,0.2,1.0
Eugene Omoruyi,SF,26,WAS,43,9.1,4.8,2.0,0.8,.485,.283,.524,0.6,0.1,0.5
Kenrich Williams,PF,29,OKC,69,14.9,4.7,3.0,1.3,.468,.397,.568,0.6,0.1,0.5
Kenneth Lofton Jr.,PF,21,3TM,21,9.5,4.6,1.8,1.6,.462,.292,.506,0.3,0.2,0.7
Kenneth Lofton Jr.,PF,21,MEM,15,6.6,2.6,1.0,0.9,.378,.300,.419,0.2,0.2,0.4
Kenneth Lofton Jr.,PF,21,PHI,2,4.5,1.0,1.5,0.0,.167,.000,.167,0.0,0.0,1.0
Kenneth Lofton Jr.,PF,21,UTA,4,22.8,13.8,5.0,4.8,.600,.333,.657,0.8,0.5,1.5
Anthony Black,PG,20,ORL,69,16.9,4.6,2.0,1.3,.466,.394,.540,0.5,0.3,0.8
Josh Okogie,SG,25,PHO,60,16.0,4.6,2.6,1.1,.417,.309,.488,0.8,0.4,0.6
Omer Yurtseven,C,25,UTA,48,11.4,4.6,4.3,0.6,.538,.208,.552,0.2,0.4,0.8
Shake Milton,SG,27,3TM,48,12.1,4.5,1.6,1.3,.405,.281,.451,0.4,0.1,0.6
Shake Milton,SG,27,MIN,38,12.9,4.7,1.3,1.3,.400,.264,.444,0.4,0.1,0.7
Shake Milton,SG,27,DET,4,15.8,6.8,4.5,1.5,.423,.333,.481,0.5,0.3,0.8
Shake Milton,SG,27,NYK,6,4.5,1.8,1.0,0.7,.444,.500,.500,0.2,0.0,0.0
Delon Wright,PG,31,2TM,47,15.8,4.5,1.8,2.5,.394,.368,.460,1.1,0.2,0.3
Delon Wright,PG,31,WAS,33,13.8,4.1,1.8,2.5,.393,.368,.451,1.1,0.2,0.3
Delon Wright,PG,31,MIA,14,20.4,5.4,1.9,2.6,.394,.367,.477,1.4,0.2,0.2
A.J. Green,SG,24,MIL,56,11.0,4.5,1.1,0.5,.423,.408,.599,0.2,0.1,0.2
Kevon Looney,C,27,GSW,74,16.1,4.5,5.7,1.8,.597,.000,.597,0.4,0.4,0.7
Taze Moore,SG,25,POR,4,10.0,4.5,2.0,1.3,.421,.143,.447,0.5,0.0,0.8
Julian Strawther,SF,21,DEN,50,10.9,4.5,1.2,0.9,.369,.297,.462,0.3,0.1,0.5
Bismack Biyombo,C,31,2TM,40,19.8,4.4,5.2,1.3,.565,0.0,.565,0.3,0.9,1.1
Bismack Biyombo,C,31,MEM,30,23.9,5.2,6.4,1.7,.563,0.0,.563,0.3,1.1,1.3
Bismack Biyombo,C,31,OKC,10,7.3,1.8,1.8,0.2,.583,0.0,.583,0.1,0.3,0.4
Robert Covington,SF,33,2TM,29,16.8,4.4,3.3,0.8,.439,.339,.536,1.3,0.6,0.4
Robert Covington,PF,33,LAC,3,23.0,3.0,2.7,2.3,.333,.250,.444,2.0,0.7,0.0
Robert Covington,SF,33,PHI,26,16.1,4.5,3.4,0.7,.449,.354,.545,1.3,0.6,0.4
Patrick Baldwin Jr.,SF,21,WAS,38,13.0,4.4,3.2,0.8,.381,.320,.481,0.5,0.4,0.5
Mo Bamba,C,25,PHI,57,13.0,4.4,4.2,0.7,.490,.391,.553,0.4,1.1,0.7
Dominick Barlow,PF,20,SAS,33,12.7,4.4,3.4,1.1,.496,.333,.509,0.4,0.4,0.3
MarJon Beauchamp,SF,23,MIL,48,12.7,4.4,2.1,0.6,.488,.400,.578,0.3,0.1,0.6
Joe Ingles,SF,36,ORL,68,17.2,4.4,2.1,3.0,.436,.435,.590,0.6,0.1,1.0
Maxi Kleber,C,32,DAL,43,20.3,4.4,3.3,1.6,.432,.348,.541,0.4,0.7,0.7
Jontay Porter,PF,24,TOR,26,13.8,4.4,3.2,2.3,.385,.333,.481,0.8,0.8,0.8
Lester Quiñones,SG,23,GSW,37,10.6,4.4,1.9,1.0,.397,.364,.511,0.2,0.1,0.5
Ben Sheppard,SG,22,IND,57,14.3,4.4,1.6,0.9,.393,.314,.500,0.6,0.0,0.3
Blake Wesley,SG,20,SAS,61,14.4,4.4,1.5,2.7,.474,.218,.502,0.5,0.1,0.9
Jeff Dowtin Jr.,PG,26,PHI,12,11.8,4.3,1.7,2.3,.556,.474,.681,0.6,0.1,0.4
Jaxson Hayes,C,23,LAL,70,12.5,4.3,3.0,0.5,.720,.000,.720,0.5,0.4,0.6
Caleb Houstan,SF,21,ORL,59,13.8,4.3,1.4,0.5,.388,.373,.563,0.3,0.1,0.3
John Konchar,SF,27,MEM,55,21.3,4.3,4.7,2.0,.423,.317,.514,0.9,0.9,0.8
Dru Smith,SG,26,MIA,9,14.6,4.3,1.6,1.6,.455,.412,.561,1.0,0.3,0.6
Thaddeus Young,PF,35,2TM,33,13.3,4.2,3.1,1.7,.602,.143,.606,0.7,0.2,0.5
Thaddeus Young,PF,35,TOR,23,15.2,5.0,3.3,2.2,.621,.167,.626,0.8,0.1,0.5
Thaddeus Young,PF,35,PHO,10,8.9,2.3,2.8,0.7,.524,.000,.524,0.5,0.2,0.4
Jacob Gilyard,PG,25,2TM,41,17.0,4.2,1.1,3.3,.400,.405,.570,0.8,0.1,0.7
Jacob Gilyard,PG,25,MEM,37,17.7,4.7,1.2,3.5,.417,.425,.594,0.7,0.1,0.8
Jacob Gilyard,PG,25,BRK,4,11.3,0.0,0.8,1.5,.000,.000,.000,1.5,0.0,0.3
Armoni Brooks,PG,25,BRK,10,10.4,4.2,1.8,0.5,.326,.344,.446,0.1,0.1,0.3
Troy Brown Jr.,SF,24,2TM,59,14.0,4.2,2.4,1.0,.372,.333,.476,0.4,0.1,0.5
Troy Brown Jr.,SF,24,MIN,37,11.1,4.2,1.9,0.9,.441,.369,.572,0.2,0.1,0.5
Troy Brown Jr.,SF,24,DET,22,19.0,4.2,3.3,1.1,.296,.281,.370,0.7,0.0,0.5
Max Christie,SG,20,LAL,67,14.1,4.2,2.1,0.9,.427,.356,.515,0.3,0.3,0.5
Ashton Hagans,PG,24,POR,19,16.6,4.2,2.4,2.8,.408,.320,.465,0.6,0.5,1.6
Danuel House Jr.,SF,30,PHI,34,15.0,4.2,1.7,0.8,.448,.300,.519,0.4,0.1,0.6
Skylar Mays,PG,26,2TM,38,11.4,4.1,1.1,2.2,.396,.296,.447,0.6,0.1,0.5
Skylar Mays,PG,26,POR,21,17.0,6.3,1.8,3.6,.384,.286,.435,0.7,0.1,0.9
Skylar Mays,SG,26,LAL,17,4.5,1.3,0.4,0.6,.476,.400,.524,0.4,0.1,0.1
Sandro Mamukelashvili,C,24,SAS,46,9.8,4.1,3.2,1.1,.471,.297,.532,0.2,0.3,0.4
Luka Šamanić,PF,24,UTA,43,9.4,4.1,2.4,0.4,.380,.203,.421,0.1,0.2,0.7
Jae'Sean Tate,SF,28,HOU,65,15.9,4.1,3.0,1.0,.472,.299,.522,0.6,0.2,0.6
Patty Mills,PG,35,2TM,32,13.0,4.0,1.1,1.1,.351,.276,.443,0.6,0.0,0.5
Patty Mills,PG,35,ATL,19,10.6,2.7,1.1,0.7,.373,.382,.500,0.5,0.1,0.4
Patty Mills,PG,35,MIA,13,16.4,5.8,1.2,1.5,.338,.208,.406,0.8,0.0,0.6
Izaiah Brockington,PG,24,NOP,1,3.0,4.0,2.0,0.0,.400,.000,.400,0.0,0.0,0.0
Ousmane Dieng,PF,20,OKC,33,11.1,4.0,1.5,1.1,.422,.300,.513,0.2,0.2,0.6
Luka Garza,C,25,MIN,25,4.9,4.0,1.2,0.2,.480,.281,.540,0.2,0.0,0.2
Mouhamed Gueye,PF,21,ATL,6,12.2,4.0,3.7,0.7,.348,.333,.413,0.8,0.7,0.2
Justin Holiday,SG,34,DEN,58,14.9,4.0,1.2,1.2,.454,.404,.595,0.6,0.2,0.2
Matthew Hurt,PF,23,MEM,8,14.1,4.0,2.0,0.5,.353,.250,.426,0.4,0.4,0.3
JaVale McGee,C,36,SAC,46,7.4,4.0,2.7,0.4,.598,.143,.602,0.3,0.4,0.7
Svi Mykhailiuk,SF,26,BOS,41,10.1,4.0,1.2,0.9,.416,.389,.569,0.3,0.0,0.3
Rayan Rupert,SG,19,POR,39,16.2,4.0,2.4,1.6,.335,.359,.422,0.3,0.1,0.8
Adama Sanogo,PF,21,CHI,9,7.3,4.0,4.0,0.0,.519,0.0,.519,0.1,0.0,0.6
Jaylin Williams,C,21,OKC,69,13.0,4.0,3.4,1.6,.417,.368,.533,0.4,0.4,0.5
Jules Bernard,SG,24,WAS,19,7.8,3.9,1.4,0.8,.453,.379,.539,0.2,0.1,0.4
Chris Duarte,SF,26,SAC,59,12.2,3.9,1.8,0.7,.381,.346,.486,0.5,0.1,0.4
DeAndre Jordan,C,35,DEN,36,11.0,3.9,4.4,0.7,.624,0.0,.624,0.2,0.4,0.6
Sidy Cissoko,SF,19,SAS,12,11.8,3.8,1.8,0.8,.485,.083,.500,0.6,0.3,0.3
Anthony Gill,PF,31,WAS,50,9.3,3.8,1.9,0.7,.469,.244,.500,0.3,0.2,0.5
KJ Martin,SF,23,2TM,60,12.4,3.7,2.2,0.9,.536,.286,.558,0.4,0.2,0.5
KJ Martin,SF,23,LAC,2,15.5,5.0,1.5,0.5,.400,.200,.450,1.0,0.5,1.0
KJ Martin,SF,23,PHI,58,12.3,3.7,2.2,0.9,.544,.304,.564,0.3,0.2,0.5
Keita Bates-Diop,SF,28,2TM,53,12.5,3.7,2.1,0.7,.434,.304,.497,0.5,0.4,0.3
Keita Bates-Diop,SF,28,PHO,39,15.3,4.5,2.6,0.9,.427,.313,.493,0.6,0.5,0.3
Keita Bates-Diop,SF,28,BRK,14,4.9,1.6,0.6,0.3,.500,.200,.531,0.2,0.1,0.1
Oshae Brissett,SF,25,BOS,55,11.5,3.7,2.9,0.8,.444,.273,.493,0.3,0.1,0.4
Jamal Cain,PF,24,MIA,26,10.0,3.7,1.4,0.4,.430,.355,.500,0.4,0.2,0.3
Drew Peterson,PF,24,BOS,3,7.7,3.7,0.3,0.3,.667,.600,.917,0.7,0.0,0.3
T.J. Warren,SF,30,MIN,11,11.4,3.7,2.0,0.8,.439,.154,.463,0.4,0.1,0.4
James Bouknight,SG,23,CHO,14,5.8,3.6,0.6,0.4,.439,.433,.598,0.1,0.1,0.1
Collin Gillespie,PG,24,DEN,24,9.4,3.6,0.9,1.1,.464,.395,.572,0.5,0.0,0.6
Gui Santos,PF,21,GSW,23,8.3,3.6,2.1,0.6,.509,.370,.600,0.2,0.1,0.3
Jarace Walker,PF,20,IND,33,10.3,3.6,1.9,1.2,.409,.400,.509,0.5,0.3,0.5
Lindy Waters III,SG,26,OKC,38,7.4,3.6,1.1,0.6,.471,.435,.649,0.1,0.2,0.2
